CEP;Rua;Bairro;Cidade;Latitude;Longitude
13478-071; Travessa João Batista Dei Santi; Chácara Machadinho I; Americana/SP;-22.7377238;-47.3265808,17
13478-249; Praça da Constituição Municipal; Chácara Machadinho II; Americana/SP;-22.7409601;
13478-240; Rua Amazonas; Chácara Machadinho II; Americana/SP;-22.7423787;-47.3212222,18
13478-241; Rua Bahia; Chácara Machadinho II; Americana/SP;-22.7442928;-47.3236889,17
13478-210; Rua Brigadeiro Faria Lima; Chácara Machadinho II; Americana/SP;-22.7378785;-47.3245351,16
13478-220; Rua Doutor João Zanaga; Chácara Machadinho II; Americana/SP;-22.7378812;-47.323847,16
13478-200; Rua Goiás; Chácara Machadinho II; Americana/SP;-22.7377324;-47.3253889,16
13478-250; Rua Jaime Gabriel dos Santos; Chácara Machadinho II; Americana/SP;-22.7446919;-47.3224663,17
13478-190; Rua Minas Gerais; Chácara Machadinho II; Americana/SP;-22.7374479;-47.3260724,16
13478-230; Rua Operário Oswaldo dos Santos; Chácara Machadinho II; Americana/SP;-22.7370605;-47.3207049,17
13476-153; Caminho de Servidão; Chácara Machado; Americana/SP;-22.7375188;-47.2428895,17
13476-152; Rua João Antônio de Carvalho; Chácara Machado; Americana/SP;-22.7447506;-47.2503812,17
13476-151; Rua Maria do Carmo Santos Carvalho; Chácara Machado; Americana/SP;-22.7447506;
13465-436; Avenida Rafael Vitta; Chácara Rodrigues; Americana/SP;-22.7355161;-47.3510413,15
13465-439; Praça Gilberto A. Cremasco; Chácara Rodrigues; Americana/SP;-22.7355161;
13465-432; Rua Batista Scarpin; Chácara Rodrigues; Americana/SP;-22.7365156;-47.3430351,18
13465-434; Rua Hugo Bregaid; Chácara Rodrigues; Americana/SP;-22.7371149;-47.3424965,18
13465-435; Rua José da Silva Calvo; Chácara Rodrigues; Americana/SP;-22.7374842;-47.3423572,18
13465-433; Rua Mabília Rodrigues; Chácara Rodrigues; Americana/SP;-22.7362735;-47.345139,17
13465-430; Rua Pedro Conti; Chácara Rodrigues; Americana/SP;-22.7364635;-47.3425644,18
13465-431; Rua Roberto Bernini; Chácara Rodrigues; Americana/SP;-22.7364775;-47.3418621,18
13475-360; Avenida Comendador Thomaz Fortunato; Chácaras Alto da Represa; Americana/SP;-22.7364775;
13466-550; Avenida de Cillo; Cidade Jardim I; Americana/SP;-22.750728;-47.3606694,14
13466-615; Avenida Prefeito Abdo Najar; Cidade Jardim I; Americana/SP;-22.753978;-47.3278548,17
13466-539; Praça Evangelista de Nardo; Cidade Jardim I; Americana/SP;-22.7561139;-47.3359169,17
13466-559; Rua Andrea Guidolim; Cidade Jardim I; Americana/SP;-22.7561197;-47.339586,17
13466-560; Rua das Açucenas; Cidade Jardim I; Americana/SP;-22.7637265;-47.3503686,15
13466-630; Rua das Angélicas; Cidade Jardim I; Americana/SP;-22.757961;-47.3356559,17
13466-650; Rua das Cravinas; Cidade Jardim I; Americana/SP;-22.7589725;-47.333951,18
13466-600; Rua das Imbuias; Cidade Jardim I; Americana/SP;-22.756607;-47.3420765,18
13466-640; Rua das Palmas; Cidade Jardim I; Americana/SP;-22.7581122;-47.334694,17
13466-620; Rua das Papoulas; Cidade Jardim I; Americana/SP;-22.7579398;-47.3349191,18
13466-530; Rua das Primaveras; Cidade Jardim I; Americana/SP;-22.7567587;-47.336618,17
13466-520; Rua das Tulipas; Cidade Jardim I; Americana/SP;-22.7567139;-47.3371401,17
13466-610; Rua dos Antúrios; Cidade Jardim I; Americana/SP;-22.7603176;-47.3389745,17
13466-570; Rua dos Crisântemos; Cidade Jardim I; Americana/SP;-22.757685;-47.3387699,17
13466-580; Rua dos Lírios; Cidade Jardim I; Americana/SP;-22.7581183;-47.338363,17
13466-590; Rua dos Miosótis; Cidade Jardim I; Americana/SP;-22.7587414;-47.3377648,17
13466-540; Rua dos Salgueiros; Cidade Jardim I; Americana/SP;-22.7577009;-47.3377409,17
13467-189; Praça Guilherme de Assumpção; Cidade Jardim II; Americana/SP;-22.7577009;
13467-209; Praça Padre Roberto Landell de Moura; Cidade Jardim II; Americana/SP;-22.7671104;-47.3328597,17
13467-193; Rua Bromélia; Cidade Jardim II; Americana/SP;-22.7693389;-47.336089,17
13467-204; Rua das Açucenas; Cidade Jardim II; Americana/SP;-22.7714559;-47.3507953,16
13467-191; Rua das Alfazemas; Cidade Jardim II; Americana/SP;-22.7688274;-47.3352299,17
13467-120; Rua das Azaléas; Cidade Jardim II; Americana/SP;-22.7641809;-47.33796,18
13467-203; Rua das Begônias; Cidade Jardim II; Americana/SP;-22.7646225;-47.3427964,17
13467-196; Rua das Camélias; Cidade Jardim II; Americana/SP;-22.7687195;-47.3377514,17
13467-202; Rua das Dálias; Cidade Jardim II; Americana/SP;-22.7645925;-47.3419609,17
13467-195; Rua das Dracenas; Cidade Jardim II; Americana/SP;-22.766844;-47.3355035,18
13467-198; Rua das Glicínias; Cidade Jardim II; Americana/SP;-22.7657251;-47.3401331,18
13467-190; Rua das Hortências; Cidade Jardim II; Americana/SP;-22.7645672;-47.3442862,16
13467-150; Rua das Magnólias; Cidade Jardim II; Americana/SP;-22.766718;-47.3359171,17
13467-170; Rua das Malvas; Cidade Jardim II; Americana/SP;-22.7634634;-47.3376859,17
13467-140; Rua das Margaridas; Cidade Jardim II; Americana/SP;-22.7682341;-47.3364535,17
13467-080; Rua das Orquídeas; Cidade Jardim II; Americana/SP;-22.7613136;-47.3391037,16
13467-070; Rua das Petúnias; Cidade Jardim II; Americana/SP;-22.7605124;-47.3372696,16
13467-110; Rua das Rosas; Cidade Jardim II; Americana/SP;-22.76303;-47.3407092,16
13467-100; Rua das Violetas; Cidade Jardim II; Americana/SP;-22.7625499;-47.336788,16
13467-211; Rua Dois; Cidade Jardim II; Americana/SP;-22.7625499;
13467-090; Rua dos Cactos; Cidade Jardim II; Americana/SP;-22.7620241;-47.3362747,17
13467-180; Rua dos Cravos; Cidade Jardim II; Americana/SP;-22.7639436;-47.344306,16
13467-192; Rua dos Gerânios; Cidade Jardim II; Americana/SP;-22.7679148;-47.3353054,17
13467-130; Rua dos Girassóis; Cidade Jardim II; Americana/SP;-22.7649176;-47.33714,17
13467-201; Rua dos Jacintos; Cidade Jardim II; Americana/SP;-22.7659262;-47.3420322,17
13467-197; Rua dos Jasmins; Cidade Jardim II; Americana/SP;-22.7670099;-47.339769,18
13467-200; Rua dos Lilases; Cidade Jardim II; Americana/SP;-22.7640127;-47.3352828,16
13467-160; Rua dos Lírios; Cidade Jardim II; Americana/SP;-22.7641226;-47.3427724,16
13467-194; Rua Gardênia; Cidade Jardim II; Americana/SP;-22.7699163;-47.3346294,18
13467-213; Rua Quatro; Cidade Jardim II; Americana/SP;-22.7699163;
13467-212; Rua Três; Cidade Jardim II; Americana/SP;-22.7694154;-47.356191,14
13467-210; Rua Um; Cidade Jardim II; Americana/SP;-22.7694154;
13467-087; Travessa Avencas; Cidade Jardim II; Americana/SP;-22.7606485;-47.3312098,17
13467-083; Travessa Clivia; Cidade Jardim II; Americana/SP;-22.7607225;-47.3322579,17
13467-082; Travessa Copo de Leite; Cidade Jardim II; Americana/SP;-22.7607449;-47.3325224,17
13467-088; Travessa Flor de Maio; Cidade Jardim II; Americana/SP;-22.7606304;-47.3309404,17
13467-081; Travessa Flor do Campo; Cidade Jardim II; Americana/SP;-22.7607614;-47.3327809,17
13467-084; Travessa Ipomeias; Cidade Jardim II; Americana/SP;-22.7607085;-47.331998,17
13467-086; Travessa Lantana; Cidade Jardim II; Americana/SP;-22.7606654;-47.331475,17
13467-085; Travessa Vitória Régia; Cidade Jardim II; Americana/SP;-22.7609084;-47.3322481,17
13466-020; Rua Bororós; Conserva; Americana/SP;-22.745667;-47.3261145,18
13466-030; Rua Cabo Oswaldo de Morais; Conserva; Americana/SP;-22.7536179;-47.3274764,16
13466-010; Rua Coroados; Conserva; Americana/SP;-22.7448167;-47.3280768,17
13466-000; Rua Dom Pedro II; Conserva; Americana/SP;-22.7473617;-47.3356292,15
13466-001; Rua Irati; Conserva; Americana/SP;-22.744808;-47.3291049,17
13466-044; Rua Tibiriçá; Conserva; Americana/SP;-22.7516102;-47.3331453,15
13478-259; Avenida Bandeirantes; Fazenda Machadinho; Americana/SP;-22.7516102;
13476-203; Rua Carmella Canciano; Fazenda Santa Lúcia; Americana/SP;-22.7255125;
13476-200; Rua Cinco; Fazenda Santa Lúcia; Americana/SP;-22.7239689;-47.2912926,15
13476-204; Rua Honorato José de Oliveira; Fazenda Santa Lúcia; Americana/SP;-22.7432145;-47.2497794,17
13476-201; Rua Jair de Andrade Silva; Fazenda Santa Lúcia; Americana/SP;-22.7444039;-47.2502892,17
13476-210; Rua Ottávio Tancredi; Fazenda Santa Lúcia; Americana/SP;-22.7280685;-47.2608205,17
13475-110; Caminho Particular; Fazendinha; Americana/SP;-22.7252132;-47.2748055,17
13475-100; Estrada da Fazendinha; Fazendinha; Americana/SP;-22.7276209;-47.2821832,16
13475-152; Avenida Comendador Thomaz Fortunato; Iate Clube de Americana; Americana/SP;-22.7185746;-47.3013993,14
13475-160; Avenida Dois; Iate Clube de Americana; Americana/SP;-22.7240335;-47.2821114,17
13475-190; Avenida Três; Iate Clube de Americana; Americana/SP;-22.7225733;-47.282488,17
13475-150; Avenida Um; Iate Clube de Americana; Americana/SP;-22.7234949;-47.2836089,16
13475-171; Rua A; Iate Clube de Americana; Americana/SP;-22.7316054;-47.2713414,17
13475-175; Rua Cinco; Iate Clube de Americana; Americana/SP;-22.7239927;-47.2835353,17
13475-184; Rua Dez; Iate Clube de Americana; Americana/SP;-22.722549;-47.2813049,17
13475-172; Rua Dois; Iate Clube de Americana; Americana/SP;-22.7253137;-47.284406,17
13475-186; Rua Doze; Iate Clube de Americana; Americana/SP;-22.7222246;-47.2803026,17
13475-183; Rua Nove; Iate Clube de Americana; Americana/SP;-22.7228276;-47.2815242,17
13475-182; Rua Oito; Iate Clube de Americana; Americana/SP;-22.7230395;-47.2822993,17
13475-185; Rua Onze; Iate Clube de Americana; Americana/SP;-22.7224257;-47.2809134,17
13475-174; Rua Quatro; Iate Clube de Americana; Americana/SP;-22.7242545;-47.283883,17
13475-180; Rua Seis; Iate Clube de Americana; Americana/SP;-22.7238293;-47.2814585,18
13475-181; Rua Sete; Iate Clube de Americana; Americana/SP;-22.7234125;-47.281322,18
13475-173; Rua Três; Iate Clube de Americana; Americana/SP;-22.7245594;-47.2843885,17
13475-170; Rua Um; Iate Clube de Americana; Americana/SP;-22.7310633;-47.2707836,17
13475-600; Avenida Santino Faraone; Iate Clube de Campinas; Americana/SP;-22.7312949;-47.276307,15
13475-626; Caminho H; Iate Clube de Campinas; Americana/SP;-22.7312949;
13475-620; Rua A; Iate Clube de Campinas; Americana/SP;-22.7312031;-47.2711412,17
13475-621; Rua B; Iate Clube de Campinas; Americana/SP;-22.7308045;-47.2704644,18
13475-622; Rua C; Iate Clube de Campinas; Americana/SP;-22.7304059;-47.2710751,18
13475-625; Rua D; Iate Clube de Campinas; Americana/SP;-22.7306833;-47.2706947,17
13475-623; Rua E; Iate Clube de Campinas; Americana/SP;-22.7309716;-47.2715891,17
13475-624; Rua F; Iate Clube de Campinas; Americana/SP;-22.7309716;
13475-632; Rua Três; Iate Clube de Campinas; Americana/SP;-22.7299191;-47.2701954,17
13478-820; Avenida José Meneghel; Industrial Maria Joana Crivelloni Abrão; Americana/SP;-22.7528289;-47.297342,18
13478-825; Avenida Ângelo Pascote; Industrial Sigisfredo Boer; Americana/SP;-22.7517057;-47.3081779,15
13478-826; Avenida José Meneghel; Industrial Sigisfredo Boer; Americana/SP;-22.7532443;-47.3087187,15
13478-804; Rua Carlos Belotti; Industrial Sigisfredo Boer; Americana/SP;-22.7516444;-47.2955098,18
13478-824; Rua Clemente Salvador; Industrial Sigisfredo Boer; Americana/SP;-22.7518554;-47.2963301,18
13478-823; Rua Oscar Emirandetti; Industrial Sigisfredo Boer; Americana/SP;-22.7506421;-47.2942878,18
13479-140; Rua Asteróides; Jardim Alvorada; Americana/SP;-22.757903;-47.3084199,18
13479-201; Rua Cometa; Jardim Alvorada; Americana/SP;-22.7583224;-47.3076059,17
13479-170; Rua do Sol; Jardim Alvorada; Americana/SP;-22.7557115;-47.3105909,16
13479-155; Rua José Moreno; Jardim Alvorada; Americana/SP;-22.7610964;-47.3164563,17
13479-160; Rua Júpiter; Jardim Alvorada; Americana/SP;-22.7570089;-47.306121,18
13479-180; Rua Lua; Jardim Alvorada; Americana/SP;-22.7566955;-47.3093465,17
13479-200; Rua Marte; Jardim Alvorada; Americana/SP;-22.7582045;-47.3070195,18
13479-190; Rua Mercúrio; Jardim Alvorada; Americana/SP;-22.7573328;-47.3095696,17
13479-150; Rua Saturno; Jardim Alvorada; Americana/SP;-22.7573702;-47.3073982,18
13479-202; Rua Via Láctea; Jardim Alvorada; Americana/SP;-22.7573452;-47.3116788,17
13468-670; Rua Ana Esperança Zazeri; Jardim Amélia; Americana/SP;-22.7600486;-47.3606858,17
13468-690; Rua Catarina Sacilotto; Jardim Amélia; Americana/SP;-22.761204;-47.3601788,17
13468-671; Rua do Cromo; Jardim Amélia; Americana/SP;-22.7624031;-47.3634083,14
13468-691; Rua do Sódio; Jardim Amélia; Americana/SP;-22.7614058;-47.3725553,15
13468-650; Rua Faustina de Almeida Chiaravalotti; Jardim Amélia; Americana/SP;-22.7580865;-47.3603814,17
13468-672; Rua Gabriel Pinheiro Chaves; Jardim Amélia; Americana/SP;-22.7607985;-47.3627839,17
13468-680; Rua Josephina Braga Cordenonsi; Jardim Amélia; Americana/SP;-22.760632;-47.360251,17
13468-660; Rua Júlia de Oliveira Fonseca; Jardim Amélia; Americana/SP;-22.759333;-47.3581994,18
13476-061; Rua Domingos Bregantin; Jardim América; Americana/SP;-22.7464859;-47.261295,17
13476-050; Rua José Volpato; Jardim América; Americana/SP;-22.7507315;-47.2617635,18
13476-062; Rua Luiz Bianco; Jardim América; Americana/SP;-22.747439;-47.2584955,18
13476-052; Rua Luiz Braga; Jardim América; Americana/SP;-22.7486481;-47.2614786,17
13476-063; Rua Luiz Fornaziero; Jardim América; Americana/SP;-22.7475042;-47.2588021,17
13476-051; Rua Luiz Gonzaga Contatto; Jardim América; Americana/SP;-22.750548;-47.2619504,17
13476-054; Rua Luiz Pinese; Jardim América; Americana/SP;-22.7493999;-47.257769,18
13476-053; Rua Pedro Santarosa; Jardim América; Americana/SP;-22.749253;-47.2606369,17
13476-060; Rua Teotônio Américo de Oliveira; Jardim América; Americana/SP;-22.747806;-47.2589745,18
13476-055; Rua Vicenzo Sardelli; Jardim América; Americana/SP;-22.7496935;-47.2600121,17
13477-179; Praça Jaime Antas de Abreu; Jardim América II; Americana/SP;-22.7496935;
13477-141; Rua Joaquim Leitão; Jardim América II; Americana/SP;-22.7323715;-47.3081404,17
13477-150; Rua Orlando Dei Santi; Jardim América II; Americana/SP;-22.7303584;-47.3055834,16
13471-240; Avenida América; Jardim Bela Vista; Americana/SP;-22.7292338;-47.3375343,16
13471-200; Avenida São Jerônimo; Jardim Bela Vista; Americana/SP;-22.7039595;-47.3521529,17
13471-209; Praça Rotary Club; Jardim Bela Vista; Americana/SP;-22.7320143;-47.3379568,17
13471-230; Rua da Boa Vontade; Jardim Bela Vista; Americana/SP;-22.7326268;-47.336614,17
13471-210; Rua das Águas Marinhas; Jardim Bela Vista; Americana/SP;-22.7309368;-47.3385747,18
13471-231; Rua das Esmeraldas; Jardim Bela Vista; Americana/SP;-22.7319114;-47.3371399,17
13471-221; Rua das Safiras; Jardim Bela Vista; Americana/SP;-22.7328957;-47.3378447,17
13471-212; Rua das Turmalinas; Jardim Bela Vista; Americana/SP;-22.7375282;-47.3564854,15
13471-255; Rua do Flamengo; Jardim Bela Vista; Americana/SP;-22.7225083;-47.3384919,16
13471-223; Rua dos Ametistas; Jardim Bela Vista; Americana/SP;-22.7335109;-47.3365283,17
13471-251; Rua dos Berilos; Jardim Bela Vista; Americana/SP;-22.7285093;-47.3346295,18
13471-211; Rua dos Corais; Jardim Bela Vista; Americana/SP;-22.7322064;-47.3395805,17
13471-241; Rua dos Cristais; Jardim Bela Vista; Americana/SP;-22.7297465;-47.3359725,17
13471-220; Rua dos Opalas; Jardim Bela Vista; Americana/SP;-22.7333899;-47.338408,17
13471-270; Rua dos Rubis; Jardim Bela Vista; Americana/SP;-22.7285582;-47.3376591,17
13471-222; Rua dos Topázios; Jardim Bela Vista; Americana/SP;-22.7329108;-47.3352409,18
13471-265; Rua Fernandes Casagrande; Jardim Bela Vista; Americana/SP;-22.7287054;-47.3372829,17
13471-269; Rua Hermínio Sacilotto; Jardim Bela Vista; Americana/SP;-22.7274208;-47.3430816,16
13471-260; Rua Monsenhor Nazareno Maggi; Jardim Bela Vista; Americana/SP;-22.7287101;-47.3365283,17
13471-213; Rua Nove; Jardim Bela Vista; Americana/SP;-22.7271164;-47.3479385,15
13471-216; Rua Ovalter Riedo; Jardim Bela Vista; Americana/SP;-22.7300567;-47.3389005,17
13471-214; Rua Vinte e Seis; Jardim Bela Vista; Americana/SP;-22.7323156;-47.3401975,17
13478-740; Avenida Comendador Lisio Bertoni; Jardim Bertoni; Americana/SP;-22.7370233;-47.2859321,16
13478-770; Rua Barcelona; Jardim Bertoni; Americana/SP;-22.7396166;-47.2790151,18
13478-755; Rua Bilbao; Jardim Bertoni; Americana/SP;-22.7424;-47.2829176,17
13478-776; Rua Burgos; Jardim Bertoni; Americana/SP;-22.7400188;-47.2802368,18
13478-767; Rua Cádiz; Jardim Bertoni; Americana/SP;-22.7407717;-47.2788409,18
13478-773; Rua Córdoba; Jardim Bertoni; Americana/SP;-22.7400692;-47.2797904,18
13478-764; Rua Granada; Jardim Bertoni; Americana/SP;-22.740615;-47.2784042,18
13478-749; Rua Madrid; Jardim Bertoni; Americana/SP;-22.7418181;-47.2809134,17
13478-743; Rua Málaga; Jardim Bertoni; Americana/SP;-22.7398177;-47.2796919,17
13478-782; Rua Mérida; Jardim Bertoni; Americana/SP;-22.7374812;-47.282761,17
13478-761; Rua Múrcia; Jardim Bertoni; Americana/SP;-22.7416133;-47.2777934,18
13478-785; Rua Oviedo; Jardim Bertoni; Americana/SP;-22.7430932;-47.2823441,17
13478-746; Rua Pamplona; Jardim Bertoni; Americana/SP;-22.7400152;-47.2796919,17
13478-791; Rua Salamanca; Jardim Bertoni; Americana/SP;-22.7406221;-47.2814585,18
13478-758; Rua Sevilha; Jardim Bertoni; Americana/SP;-22.7406221;
13478-752; Rua Toledo; Jardim Bertoni; Americana/SP;-22.7420191;-47.282746,17
13478-779; Rua Valência; Jardim Bertoni; Americana/SP;-22.7392216;-47.282746,17
13478-788; Rua Vigo; Jardim Bertoni; Americana/SP;-22.7410207;-47.282746,17
13477-690; Avenida Unitika; Jardim Boer I; Americana/SP;-22.7345832;-47.2994397,16
13477-694; Rua Admiração; Jardim Boer I; Americana/SP;-22.7414734;-47.2924628,18
13477-698; Rua Boa Ventura; Jardim Boer I; Americana/SP;-22.7416965;-47.2934894,18
13477-720; Rua Bom Recreio; Jardim Boer I; Americana/SP;-22.7444283;-47.2923555,17
13477-672; Rua Comunidade; Jardim Boer I; Americana/SP;-22.7401932;-47.2910969,16
13477-716; Rua Conquista; Jardim Boer I; Americana/SP;-22.742841;-47.2924548,18
13477-674; Rua Cordialidade; Jardim Boer I; Americana/SP;-22.7404089;-47.2916371,16
13477-676; Rua Dignidade; Jardim Boer I; Americana/SP;-22.7405346;-47.2922056,16
13477-678; Rua Entusiasmo; Jardim Boer I; Americana/SP;-22.7407118;-47.2927908,16
13477-682; Rua Exito; Jardim Boer I; Americana/SP;-22.739692;-47.2917539,17
13477-684; Rua Fartura; Jardim Boer I; Americana/SP;-22.7382265;-47.2926599,17
13477-686; Rua Fidelidade; Jardim Boer I; Americana/SP;-22.7400499;-47.2922949,17
13477-688; Rua Fortuna; Jardim Boer I; Americana/SP;-22.7408404;-47.2931314,17
13477-692; Rua Futuro; Jardim Boer I; Americana/SP;-22.7405265;-47.2935549,17
13477-722; Rua Glória; Jardim Boer I; Americana/SP;-22.742501;-47.2893934,17
13477-718; Rua Integridade; Jardim Boer I; Americana/SP;-22.7428914;-47.2930275,17
13477-702; Rua João Santarosa; Jardim Boer I; Americana/SP;-22.7389525;-47.3022195,18
13477-680; Rua Otimismo; Jardim Boer I; Americana/SP;-22.7417272;-47.2905334,17
13477-708; Rua Progresso; Jardim Boer I; Americana/SP;-22.7385512;-47.2914414,18
13477-670; Rua Prosperidade; Jardim Boer I; Americana/SP;-22.7403242;-47.2902382,16
13477-696; Rua Realização; Jardim Boer I; Americana/SP;-22.7409585;-47.2945359,17
13477-700; Rua Sabedoria; Jardim Boer I; Americana/SP;-22.7424876;-47.2954795,17
13477-704; Rua Sucesso; Jardim Boer I; Americana/SP;-22.7372918;-47.2920995,17
13477-706; Rua Ternura; Jardim Boer I; Americana/SP;-22.7380179;-47.2916419,18
13477-714; Rua Triunfo; Jardim Boer I; Americana/SP;-22.7409113;-47.2937678,16
13477-712; Rua Verdade; Jardim Boer I; Americana/SP;-22.7398145;-47.2908418,17
13477-710; Rua Virtude; Jardim Boer I; Americana/SP;-22.738796;-47.2907231,17
13477-744; Rua Anair Aparecida Viel; Jardim Boer II; Americana/SP;-22.7441935;-47.2915595,17
13477-750; Rua Andrés Gallardo Caro; Jardim Boer II; Americana/SP;-22.7445622;-47.2891826,17
13477-756; Rua Carlos João Olivieri; Jardim Boer II; Americana/SP;-22.7451656;-47.2872494,17
13477-742; Rua Gentil Detoni; Jardim Boer II; Americana/SP;-22.7445346;-47.2895357,18
13477-754; Rua Luiz Marzochi; Jardim Boer II; Americana/SP;-22.7446085;-47.2874366,17
13477-740; Rua Oito; Jardim Boer II; Americana/SP;-22.7445173;-47.2889003,18
13477-746; Rua Onze; Jardim Boer II; Americana/SP;-22.7444283;-47.2921373,17
13474-140; Avenida Henrique Roberto Guilherme A. Brechmacher; Jardim Brasil; Americana/SP;-22.7134119;-47.3078015,15
